MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,cleansedreadcode,snomedctdescriptionid
297758012,Diabetic retinopathy NOS,20000,4855003,F420z00,9093013
857031000006113,Left non-proliferative diabetic retinopathy,10000,857031000006109,,857031000006113
1694761000006113,Newly diagnosed diabetes,10000,405749004,,2157525015
616461000006112,Diabetes mellitus with renal manifestation,10000,127013003,C104.00,301016
309177010,Ischaemic ulcer diabetic foot,10000,201250006,M271000,309177010
857971000006110,Right non-proliferative diabetic retinopathy,10000,857971000006106,,857971000006110
928501000006119,Ketoacidosis in type 1 diabetes mellitus,10000,420270002,C10EM00,2967817017
264717015,Diabetic - cooperative patient,10000,170769004,66AK.00,264717015
616621000006115,Type 1 diabetes mellitus without complication,10000,313435000,C100000,457326014
127041000006110,Steroid-induced diabetes,10000,190447002,C11y000,292667010
2460251000000115,Diabetic on non-insulin injectable medication,10000,719566006,66o2.00,3316952014
264716012,Diabetic - poor control NOS,10000,268519009,66AJz00,401531012
292466013,Diabetes mellitus without complication,10000,111552007,C100.00,178796018
910501000006113,[RFC] Diabetic foot ulcer,10000,910501000006109,,910501000006113
297551015,Chronic painful diabetic neuropathy,10000,193184006,F372100,297551015
292590011,Type II diabetes mellitus poorly controlled,10000,443694000,C10F700,2921019012
857761000006118,Right diabetic foot low current risk,9000,857761000006102,,857761000006118
297552010,Asymptomatic diabetic neuropathy,9000,193185007,F372200,297552010
2288061000000111,Type II diabetes mellitus in remission,9000,703138006,C10P100,3007241010
457329019,Type 2 diabetes mellitus without complication,9000,313436004,C10F900,457329019
856691000006116,Left diabetic foot low current risk,9000,856691000006100,,856691000006116
281171000006119,Type II diabetes mellitus uncontrolled,8000,443694000,C109700,2842387018
73294018,Diabetic cataract,8000,43959009,F464000,73294018
616971000006114,Diabetic Charcot's arthropathy,8000,201724008,N030100,309739014
764191000006112,Foot abnormality - diabetes related,8000,280137006,2G51000,417658010
214921000006116,Polyneuropathy in diabetes,8000,49455004,F372.00,82373015
6953861000006110,Diabetic ketoacidosis,7000,420422005,,2616611010
2674067015,Latent autoimmune diabetes mellitus in adult,6000,426875007,C10ER00,2674067015
297550019,Acute painful diabetic neuropathy,6000,193183000,F372000,297550019
1966311000006116,Diabetic on oral treatment and glucagon-like peptide 1 receptor agonist,6000,976341000000101,66o5.00,2483721000000113
905621000006113,[RFC] Diabetes,6000,905621000006109,,905621000006113
1230890017,Autonomic neuropathy due to diabetes,6000,50620007,F171100,1230890017
881441000006111,Diabetes mellitus - juvenile,5000,73211009,C100099,881441000006111
299601000000114,Gastroparesis with type 1 diabetes mellitus,5000,713702000,C10EQ00,3698406016
881501000006110,Diabetes + neuropathy,5000,230572002,C106.99,881501000006110
6022921000006114,Diabetic macular oedema,5000,312912001,,456717018
457328010,Non-insulin-dependent diabetes mellitus without complication,5000,313436004,C109900,457328010
914261000006119,Diabetes type 2 with nephropathy,5000,420279001,C10FC00,3035432019
914151000006112,Retinopathy with type 2 diabetes mellitus,5000,422034002,C10F600,3699410014
297755010,Advanced diabetic maculopathy,5000,193350004,F420300,297755010
616241000006112,Diabetes mellitus induced by steroids,5000,190447002,C10B.00,292667010
2532967014,Clinically significant macular oedema of right eye due to diabetes mellitus,4000,769221001,2BBm.00,3690175010
1177721000000112,Diabetic on subcutaneous treatment,4000,527691000000107,66As.00,1177721000000112
292475010,Diabetes mellitus NOS with no mention of complication,4000,111552007,C100z00,178796018
178798017,Diabetic ketoacidosis without coma,4000,111556005,,178798017
616441000006113,Peripheral vascular disorder due to diabetes mellitus,4000,421895002,C107.00,3688501014
928461000006119,Persistent proteinuria associated with type 1 diabetes mellitus,3000,420514000,C10EK00,2967914011
1780311019,Type 1 diabetes mellitus with persistent microalbuminuria,3000,401110002,C10EL00,1780311019
308360012,Cellulitis in diabetic foot,3000,200687002,M037200,308360012
483886014,Maturity onset diabetes in youth,3000,609561005,C10C.11,2967884018
1230929011,Secondary pancreatic diabetes mellitus,3000,51002006,C10G.00,1230929011
411891014,Unstable diabetes,3000,11530004,66AJ.11,19931010
975261000006113,O/E - left eye stable treated proliferative diabetic retinopathy,3000,414894003,2BBl.00,2532964019
975251000006111,O/E - right eye stable treated proliferative diabetic retinopathy,3000,414910007,2BBk.00,2532963013
856611000006114,Laser treated diabetic retinopathy,3000,856611000006105,,856611000006114
302011,Diabetic peripheral angiopathy,3000,127014009,G73y000,302011
764201000006110,Foot abnormality - diabetes related,3000,280137006,2G5C.00,417658010
299621000000117,Gastroparesis with type 2 diabetes mellitus,3000,713703005,C10FR00,3698412014
1966321000006112,Diabetic on insulin and glucagon-like peptide 1 receptor agonist,3000,976361000000100,66o6.00,2483761000000117
292617015,Diabetes mellitus with other specified manifestation,2000,74627003,C10y.00,123939015
914031000006118,Renal disorder associated with type II diabetes mellitus,2000,420279001,C10F000,2618208012
292577016,Type 2 diabetes mellitus with multiple complications,2000,190388001,C10F300,292577016
928581000006111,Ketoacidosis in type 2 diabetes mellitus,2000,421750000,C10FN00,2967754017
2415191000000113,Diabetic peripheral neuropathic pain,2000,944141000000108,1M8..00,2415191000000113
293759015,Diabetic renal disease,2000,127013003,Cyu2300,301016
913451000006117,Type 1 diabetes mellitus with renal complications,2000,421893009,C10E000,2618211013
292512019,Diabetes mellitus NOS with neurological manifestation,2000,422088007,C106z00,2618195014
910491000006117,[RFC] Diabetic leg ulcer,2000,910491000006101,,910491000006117
856631000006115,Left laser treated diabetic retinopathy,2000,856631000006104,,856631000006115
15518018,Secondary diabetes mellitus,2000,8801005,C10N.00,15518018
6515171000006112,Nonproliferative diabetic retinopathy,2000,390834004,,2643005014
857421000006119,Right laser treated diabetic retinopathy,2000,857421000006103,,857421000006119
264718013,Diabetic-uncooperative patient,2000,170770003,66AL.00,264718013
857741000006117,Right diabetic foot moderate risk,2000,857741000006101,,857741000006117
906711000006116,[RFC] Diabetic foot/leg ulcer,2000,906711000006100,,906711000006116
913661000006118,Retinopathy with type 1 diabetes mellitus,2000,420789003,C10E700,3699407019
19931010,Brittle diabetes,2000,11530004,66AJ100,19931010
928571000006113,Type II diabetes mellitus with persistent microalbuminuria,2000,420715001,C10FM11,2967769016
297510017,Diabetic mononeuritis NOS,2000,193141005,F35z000,297492014
1223147012,Insulin treated Type II diabetes mellitus,2000,237599002,C10FJ11,1223147012
856681000006119,Left diabetic foot moderate risk,2000,856681000006103,,856681000006119
82373015,Diabetic polyneuropathy,2000,49455004,F372.11,82373015
2243331000000115,Erectile dysfunction due to diabetes mellitus,2000,867891000000101,K27y700,2243331000000115
616921000006113,Diabetic amyotrophy,2000,39058009,C106.11,65526011
317347010,[D]Gangrene of toe in diabetic,1000,195302000,R054200,300505017
494831000000119,Diabetes mellitus associated with cystic fibrosis,1000,426705001,C10N100,2674608014
841351000006110,Insulin treated Type II diabetes mellitus,1000,237599002,C109J12,1223147012
292579018,Type 2 diabetes mellitus with ulcer,1000,190389009,C10F400,292579018
616481000006119,"Diabetes mellitus, adult onset, + neurological manifestation",1000,421326000,C106100,2618196010
938321000006116,Exudative maculopathy associated with type 2 diabetes mellitus,1000,421779007,C10FQ00,2618237011
292496015,Diabetes mellitus with nephropathy NOS,1000,127013003,C104z00,301016
2014951000006115,New diabetic foot ulcer,1000,2014951000006104,,2014951000006115
881481000006117,Diabetes + nephropathy,1000,127013003,C104.99,881481000006117
292548017,Type 1 diabetes mellitus - poor control,1000,444073006,C10E800,2872487013
354509014,Proteinuric diabetic nephropathy,1000,236500003,K08yA00,354509014
1488898011,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,1000,395204000,C10FK00,1488898011
84481000006116,Type 2 diabetes mellitus - poor control,1000,443694000,C109712,2921019012
881491000006119,Diabetes + eye manifestation,1000,25093002,C105.99,881491000006119
292553010,Type 1 diabetes mellitus maturity onset,1000,190372001,C10E900,292553010
914071000006115,Neurologic disorder associated with type 2 diabetes mellitus,1000,421326000,C10F200,3695406015
914051000006113,Disorder of eye with type 2 diabetes mellitus,1000,422099009,C10F100,3698440016
616641000006110,"Diabetes mellitus, juvenile type, with ketoacidosis",1000,420270002,C101000,2618216015
292479016,Diabetes mellitus NOS with ketoacidosis,1000,420422005,C101z00,2616611010
345492010,Diabetic mononeuropathy,1000,230577008,F3y0.00,345492010
1780981000006115,Diabetic on non-insulin injectable,1000,1780981000006104,,1780981000006115
913841000006116,Renal disorder associated with type 1 diabetes mellitus,1000,421893009,C10ED00,2623054013
1223148019,Insulin treated non-insulin dependent diabetes mellitus,1000,237599002,C109J11,1223148019
309737011,Diabetic cheiroarthropathy,1000,201723002,N030000,309737011
616571000006118,"Diabetes mellitus, adult, + other specified manifestation",1000,73211009,C10y100,121589010
455408014,Advanced diabetic retinal disease,900,311782002,F420500,455408014
457330012,Type II diabetes mellitus without complication,900,313436004,C10F911,457330012
7480661000006114,H/O diabetes mellitus type 2,900,472969004,,2242161000000116
913541000006118,Type 1 diabetes mellitus with multiple complications,900,422228004,C10E300,2618232017
198461000000116,Diabetes mellitus associated with pancreatic disease,800,51002006,C10G000,84990019
914241000006118,Polyneuropathy due to type 2 diabetes mellitus,800,713706002,C10FB00,3297353013
306112011,"Pre-existing diabetes mellitus, insulin-dependent",800,385051000000106,L180500,760131000000111
2532976019,O/E - left chronic diabetic foot ulcer,800,414890007,2G5W.00,2532976019
1785163015,High risk proliferative diabetic retinopathy,800,312907002,F420700,1785163015
616381000006111,Diabetes mellitus with ketoacidotic coma,800,26298008,C103.00,44045012
459313016,Type 2 diabetes mellitus with neuropathic arthropathy,800,314904008,C10FH00,459313016
616491000006116,"Diabetes mellitus, adult onset, + ophthalmic manifestation",800,422099009,C105100,2618233010
292523015,Diabetes mellitus NOS with peripheral circulatory disorder,700,421895002,C107z00,2618203015
356085010,Maturity onset diabetes in youth type 2,700,237604008,C10D.11,356085010
8286801000006115,Education about diabetic neuropathy,700,846661000000104,,2195521000000119
772181000006112,Insulin dependent diabetes mellitus - poor control,700,268519009,C108800,401531012
65526011,Diabetic amyotrophy,700,39058009,F381311,65526011
881511000006113,Diabetes + periph.circulat.dis,700,422275004,C107.99,881511000006113
84661000006111,Type I diabetes mellitus poorly controlled,700,444073006,C108811,2872487013
913711000006112,Insulin dependent diabetes maturity onset,700,73211009,C10E912,121589010
303846016,Nephrotic syndrome in diabetes mellitus,700,197605007,K01x100,303846016
616531000006116,"Diabetes mellitus, adult onset, with ketoacidosis",700,421750000,C101100,2618220016
8064411000006119,Diabetic with adequate control,700,204061000000100,,1749211000000110
2532977011,O/E - right chronic diabetic foot ulcer,700,414906009,2G5V.00,2532977011
587521000006111,Non-insulin-dependent diabetes mellitus with renal comps,700,420279001,C109000,2615535015
84851000006110,Type II diabetes mellitus - poor control,600,443694000,C109711,2921019012
928511000006116,Type I diabetes mellitus with ketoacidosis,600,420270002,C10EM11,2967817017
292480018,Diabetes mellitus with hyperosmolar coma,600,422126006,C102.00,2618221017
84551000006113,Type 2 diabetes mellitus with nephropathy,600,420279001,C109C12,3035432019
840971000006112,Diabetes mellitus autosomal dominant type II,600,237604008,C10D.00,356082013
616581000006115,"Diabetes mellitus, adult, + peripheral circulatory disorder",600,422166005,C107100,2618204014
881461000006110,Diabetes+ketoacidosis -no coma,600,420422005,C101.99,881461000006110
841011000006112,Severe nonproliferative diabetic retinopathy,600,312905005,F420800,1775725011
297492014,Diabetic mononeuritis multiplex,600,193141005,F345000,297492014
616551000006111,"Diabetes mellitus, adult onset, with renal manifestation",600,420279001,C104100,2615535015
4636411000006110,Diet controlled diabetes mellitus,600,170745003,,264680017
84291000006117,Type 1 diabetes mellitus - poor control,600,444073006,C108812,2872487013
616501000006112,Disorder due to type 2 diabetes mellitus,600,422014003,C10z100,3013072014
292622015,Diabetes mellitus with unspecified complication,600,74627003,C10z.00,123939015
1823921000006119,Diabetes mellitus confirmed,600,1823921000006103,,1823921000006119
641581000006115,Non-insulin-dependent diabetes mellitus with retinopathy,600,422034002,C109600,3035295017
772151000006116,Insulin dependent diabetes maturity onset,500,73211009,C108900,121589010
928551000006115,Type II diabetes mellitus with persistent proteinuria,500,421986006,C10FL11,2967751013
2476117016,Maturity onset diabetes in youth type 1,500,609562003,C10C.12,2967867012
4808921000006113,Diabetic neuropathic arthropathy,500,201724008,,309740011
746791000006111,Insulin-dependent diabetes without complication,500,111552007,C108A00,178796018
84921000006110,Renal disorder due to type 2 diabetes mellitus,500,420279001,C109C11,3013392012
454092018,Diabetic hyperosmolar non-ketotic state,500,310505005,,454092018
280591000006115,Non-insulin-dependent diabetes mellitus with neuro comps,500,421326000,C109200,3695406015
127051000006112,Steroid-induced diabetes mellitus without complication,500,190416008,C10B000,292616012
587111000006111,Non-insulin-dependent diabetes mellitus with ophthalm comps,500,422099009,C109100,3698440016
377001000006117,[X]Diabetes mellitus,500,73211009,Cyu2.00,121589010
928521000006112,Ketoacidotic coma in type 1 diabetes mellitus,500,421075007,C10EN00,2967758019
857721000006112,Right diabetic foot high risk,500,857721000006108,,857721000006112
616831000006118,Diabetes with gangrene,500,422275004,C107.12,2616612015
84741000006118,Type I diabetes mellitus with nephropathy,400,421893009,C108D11,2623054013
483882011,Maturity-onset diabetes of the young,400,609561005,C10C.00,2967884018
457326014,Type 1 diabetes mellitus without complication,400,313435000,C10EA00,457326014
308110013,Pre-existing diabetes mellitus,400,385051000000106,Lyu2900,760131000000111
856671000006117,Left diabetic foot high risk,400,856671000006101,,856671000006117
850691000006118,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,400,395204000,C109K00,1488898011
913481000006113,Type 1 diabetes mellitus with ophthalmic complications,400,739681000,C10E100,3537386015
674961000006118,Peripheral circulatory disorder associated with type 2 diabetes mellitus,400,422166005,C107400,2623039019
616351000006115,Diabetes mellitus with gangrene,400,422275004,C107.11,2616612015
938301000006114,Exudative maculopathy with type 1 diabetes mellitus,400,420486006,C10EP00,3698521013
429971019,Unstable type 1 diabetes mellitus,400,290002008,C10E400,429971019
292478012,Other specified diabetes mellitus with ketoacidosis,300,420422005,C101y00,2616611010
292626017,Diabetic complication,300,74627003,C10zz00,123939015
771411000006117,Insulin dependent diabetes mellitus with retinopathy,300,4855003,C108700,9093013
13751000006117,Other specified diabetes mellitus with multiple comps,300,385041000000108,C108y00,760111000000115
857441000006114,Right advanced diabetic retinal disease,300,857441000006105,,857441000006114
914301000006111,Type 2 diabetes mellitus with diabetic cataract,300,420756003,C10FE00,3688522015
354316011,Kidney disorder due to diabetes mellitus,300,127013003,C314.11,3688488015
457327017,Insulin-dependent diabetes without complication,300,111552007,C10EA12,178796018
913681000006111,Insulin dependent diabetes mellitus - poor control,300,268519009,C10E812,401531012
280581000006118,Non-insulin-dependent diabetes mellitus with multiple complications,300,190388001,C109300,292578014
856651000006110,Left advanced diabetic retinal disease,300,856651000006106,,856651000006110
1667941000000112,Type I diabetes mellitus with gastroparesis,300,713702000,C10EQ11,3698406016
6953901000006115,DKA - diabetic ketoacidosis,300,420422005,,3303994013
280551000006114,Non-insulin-dependent diabetes mellitus with ulcer,300,190389009,C109400,292580015
5109611000006116,MODY - Maturity onset diabetes in youth type 2,300,237604008,,356086011
1667921000000117,Type II diabetes mellitus with gastroparesis,300,713703005,C10FR11,3698412014
881521000006117,Diabetes + other complications,300,658011000000104,C10y.99,881521000006117
292583018,Type 2 diabetes mellitus with gangrene,300,421631007,C10F500,2618206011
292503016,Diabetes mellitus NOS with ophthalmic manifestation,300,25093002,C105z00,42062018
84731000006111,Multiple complications of type 1 diabetes mellitus,300,422228004,C108311,2967771016
914221000006113,Type 2 diabetes mellitus with mononeuropathy,200,420436000,C10FA00,2618201018
12086331000006116,Diabetic maculopathy of left eye,200,769245002,,3690554011
1696331000006114,Diabetic dermopathy,200,238982009,,358149019
84371000006110,Type 1 diabetes mellitus with nephropathy,200,421893009,C108D12,2623054013
622221000000118,Maternally inherited diabetes mellitus,200,335621000000101,C10FS00,622221000000118
7480691000006118,H/O diabetes mellitus type 1,200,472970003,,2242181000000113
84671000006116,Type I diabetes mellitus maturity onset,200,190372001,C108911,292551012
356121018,Diabetic severe hyperglycaemia,200,237621004,,356121018
913471000006110,Insulin-dependent diabetes mellitus with ophthalmic comps,200,25093002,C10E112,3688467012
12086281000006113,Diabetic maculopathy of right eye,200,769244003,,3690548010
292589019,Type II diabetes mellitus - poor control,200,443694000,C10F711,2921019012
84541000006111,Type 2 diabetes mellitus with multiple complications,200,190388001,C109312,292577016
297964010,Diabetic iritis,200,193489006,F440700,297964010
459296014,Type 1 diabetes mellitus with neuropathic arthropathy,200,71771000119100,C10EJ00,3010513018
6022721000006112,Proliferative diabetic retinopathy - high risk,200,312907002,,456707011
6022581000006116,Mild non-proliferative diabetic retinopathy,200,312903003,,2642672017
719531000006118,Malnutrition related diabetes mellitus,200,75524006,C10A.00,125439011
913441000006119,Insulin-dependent diabetes mellitus with renal complications,200,127013003,C10E012,301016
771361000006113,Insulin dependent diabetes mellitus with hypoglycaemic coma,200,237632004,C108E00,356141011
213141000006111,"Pre-existing diabetes mellitus, unspecified",200,385051000000106,L180X00,760131000000111
292541011,Type 1 diabetes mellitus with gangrene,200,420825003,C10E600,2618207019
616561000006113,"Diabetes mellitus, adult with gangrene",200,421631007,C107200,2618206011
913651000006115,Insulin dependent diabetes mellitus with retinopathy,200,4855003,C10E712,9093013
399419012,Myasthenic syndrome due to diabetic amyotrophy,200,267604001,F381300,399419012
84581000006117,Type 2 diabetes mellitus with ophthalmic complications,200,422099009,C109112,3698440016
771491000006110,Insulin-dependent diabetes mellitus with ophthalmic comps,200,25093002,C108100,3688467012
280531000006119,Non-insulin dependent diabetes mellitus with nephropathy,200,420279001,C109C00,3035432019
306113018,"Pre-existing diabetes mellitus, non-insulin-dependent",200,199230006,L180600,306113018
616601000006113,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",200,739681000,C105000,3537386015
459167016,Type 2 diabetes mellitus with hypoglycaemic coma,200,719216001,C10FD00,3316336015
459310018,Type 2 diabetes mellitus with arthropathy,200,314903002,C10FG00,459310018
616451000006110,Diabetes mellitus with polyneuropathy,200,49455004,C106.13,82373015
3319861000006118,Diabetic autonomic neuropathy,200,50620007,,84344019
2160090014,Diabetes mellitus induced by non-steroid drugs,200,408540003,C10H.00,2160090014
771381000006115,Insulin dependent diabetes mellitus with multiple complicatn,200,385041000000108,C108300,760111000000115
317348017,[D]Widespread diabetic foot gangrene,200,195303005,R054300,300506016
459161015,Type 1 diabetes mellitus with hypoglycaemic coma,200,314771006,C10EE00,459161015
857691000006119,Right diabetic foot active ulceration,200,857691000006103,,857691000006119
84611000006113,Type 2 diabetes mellitus with renal complications,200,420279001,C109012,2618208012
459308015,Type 2 diabetes mellitus with peripheral angiopathy,200,314902007,C10FF00,459308015
292540012,Type 1 diabetes mellitus with ulcer,200,190368000,C10E500,292540012
856661000006112,Left diabetic foot active ulceration,200,856661000006108,,856661000006112
309738018,Diabetic cheiropathy,200,201723002,N030011,309738018
787101000006114,IDDM with peripheral circulatory disorder,100,421895002,C107300,2618203015
5634901000006116,Diabetic foot,100,280137006,,417658010
459162010,Insulin dependent diabetes mellitus with hypoglycaemic coma,100,237632004,C10EE12,356141011
292489017,Diabetes mellitus NOS with ketoacidotic coma,100,420422005,C103z00,2616611010
292565014,Diabetes mellitus with multiple complications,100,385041000000108,C108z00,760111000000115
84871000006117,Cataract due to diabetes mellitus type 2,100,420756003,C109E11,3688522015
771391000006117,Insulin dependent diabetes mellitus with nephropathy,100,127013003,C108D00,301016
13761000006115,Other specified diabetes mellitus with neurological comps,100,422088007,C106y00,2618195014
913501000006115,Insulin-dependent diabetes mellitus with neurological comps,100,422088007,C10E212,3688477014
938331000006118,Exudative maculopathy with type 2 diabetes mellitus,100,421779007,C10FQ11,3698529010
292606016,Malnutrition-related diabetes mellitus with ketoacidosis,100,190406000,C10A100,292606016
292484010,Hyperosmolar coma associated with diabetes mellitus,100,422126006,C102z00,2618221017
967701000006116,Lipoatrophic diabetes mellitus,100,127012008,C10M.00,300015
1233307015,Wolfram syndrome,100,70694009,PKyP.11,1233307015
857431000006116,Right diabetic maculopathy,100,857431000006100,,857431000006116
84561000006110,Type 2 diabetes mellitus with neurological complications,100,421326000,C109212,3695406015
913531000006111,Insulin dependent diabetes mellitus with multiple complicat,100,385041000000108,C10E312,760111000000115
3209441000006114,Diabetes mellitus type 2,100,44054006,,197763012
913511000006117,Type 1 diabetes mellitus with neurological complications,100,421468001,C10E200,2618197018
84761000006119,Type I diabetes mellitus with neuropathic arthropathy,100,71771000119100,C108J11,3010513018
928491000006110,Type I diabetes mellitus with persistent microalbuminuria,100,401110002,C10EL11,1780311019
913591000006110,Skin ulcer associated with diabetes mellitus,100,422183001,C10E512,2623058011
2549896013,O/E - sight threatening diabetic retinopathy,100,417677008,2BBo.00,2549896013
8027521000006110,Microalbuminuria due to type 2 diabetes mellitus,100,90781000119102,,3013121015
292495016,Other specified diabetes mellitus with renal complications,100,127013003,C104y00,301016
616681000006116,"Diabetes mellitus, juvenile, + other specified manifestation",100,73211009,C10y000,121589010
2817479019,Hyperglycaemic crisis in diabetes mellitus,100,441656006,,2817479019
616661000006114,"Diabetes mellitus, juvenile type, with renal manifestation",100,421893009,C104000,2618211013
84991000006112,Type II diabetes mellitus with retinopathy,100,422034002,C109611,3699410014
616671000006119,"Diabetes mellitus, juvenile, + neurological manifestation",100,421468001,C106000,2618197018
857411000006110,Right proliferative diabetic retinopathy,100,857411000006106,,857411000006110
72651000006114,Unstable insulin dependent diabetes mellitus,100,11530004,C108400,19931010
84621000006117,Type 2 diabetes mellitus with retinopathy,100,422034002,C109612,3699410014
305158015,Diabetic glomerulopathy,100,309426007,Kyu0300,452844015
281161000006114,Non-insulin depend diabetes mellitus with diabetic cataract,100,420756003,C109E00,3035281015
914311000006114,Type II diabetes mellitus with diabetic cataract,90,420756003,C10FE11,3688522015
84811000006114,Type I diabetes mellitus with retinopathy,90,420789003,C108711,3699407019
913811000006115,Type 1 diabetes mellitus with polyneuropathy,90,713705003,C10EC00,3297342019
8120431000006115,Mild nonproliferative retinopathy due to secondary diabetes mellitus,90,368711000119106,,3289754012
8012091000006113,Type II diabetes on diet only,90,24481000000101,,1667911000000111
