MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,cleansedreadcode,snomedctdescriptionid
1484838017,O/E - visual acuity R-eye=3/60,2000,390804009,2B6E.00,1484838017
2163950014,O/E - pinhole visual acuity R-eye=6/24,2000,408306004,2B6J.00,2163950014
1816031000006118,Mild binocular visual impairment,2000,815051000000106,F499.00,2124351000000112
883381000006110,Blind/low vision -one eye only,2000,193745007,F496.99,883381000006110
982291000006118,Sight impairment,2000,982291000006102,,982291000006118
298179018,Other visual distortion,2000,78455002,F481G00,130183018
2163943010,O/E - pinhole visual acuity L-eye=6/36,2000,408299002,2B7K.00,2163943010
55161014,Peripheral visual field defect,2000,33048000,F484D00,55161014
308921000000114,O/E visual acuity left eye = 6/30,2000,202511000000100,2B7i.00,2134871000000114
298262016,Blindness both eyes NOS,1000,193699007,F490z00,298251016
424889015,Delayed visual maturation,1000,285767006,2BU..00,424889015
1729241000000114,O/E - visual acuity left eye = 6/48,1000,704110007,2B7d.00,3032889019
298284016,"Low vision, both eyes NOS",1000,193722001,F492z00,298277012
298278019,"Low vision, both eyes unspecified",1000,193722001,F492000,298277012
255298017,O/E - near vision abnormal,1000,163965001,2B82.00,255298017
2163952018,O/E - pinhole visual acuity R-eye=6/60,1000,408308003,2B6L.00,2163952018
2163968012,O/E - L-eye visual acuity (corrected) 1/60,1000,408328004,2B7T.00,2163968012
2163944016,O/E - pinhole visual acuity L-eye=6/60,1000,408300005,2B7L.00,2163944016
347842017,Acquired blindness,1000,105597003,F49z.11,169718011
59431000006114,Welder's blindness,1000,3282008,F4A2700,1228002011
2627141000006114,Poor vision,1000,7973008,,2164164017
298207013,Visual field scotoma,1000,23388006,F484F00,481608017
113901010,Cortical blindness,1000,68574006,F4H7300,113901010
1720061000000113,O/E - visual acuity right eye = 6/48,1000,704111006,2B6e.00,3032952018
308961000000118,O/E visual acuity right eye = 6/30,1000,202531000000108,2B6i.00,1755961000000118
883391000006113,Blindness/low vision NOS,1000,566991000000106,F49z.99,883391000006113
298773010,Disorder of visual pathways,1000,54767005,F4Hz.00,91024017
298183018,Other binocular vision disorders,900,22066006,F483.00,37023015
108338011,Night blindness,900,65194006,F486.00,108338011
298308017,"Low vision, one eye NOS",900,193745007,F496z00,298300012
2163969016,O/E - L-eye visual acuity (corrected) 2/60,800,408329007,2B7V.00,2163969016
4060871000006118,Disorder of vision,800,95677002,,158499010
2163963015,O/E - R-eye visual acuity (corrected) 1/60,800,408323008,2B6T.00,2163963015
2168181000000116,"Severe visual impairment, binocular",800,813871000000108,F497.00,2168181000000116
255441014,O/E - visual nystagmus,700,164074006,2BN2.00,255441014
2163964014,O/E - R-eye visual acuity (corrected) 2/60,600,408324002,2B6V.00,2163964014
298264015,"One eye blind, one eye low vision",600,193712007,F491000,298264015
299508012,[X]Other visual disturbances,600,63102001,FyuL100,104891017
458691015,O/E - poor visual fixation,600,314348007,2BJ7.00,458691015
299507019,Binocular vision disorder,600,83275001,FyuL000,138110014
138571013,Visual halos,500,83551002,F481D00,138571013
1816041000006111,"Blindness, monocular",500,22950006,F49A.00,38553019
2163970015,O/E - L-eye visual acuity (corrected) 4/60,500,408330002,2B7W.00,2163970015
298236013,Other specified visual disturbance,500,63102001,F48y.00,104891017
377871000006116,Disorder of optic nerve and visual pathway,500,54767005,FyuJ.00,497044018
2619503012,Both eyes total visual impairment,500,193699007,F490100,2619503012
298182011,Subjective visual disturbance NOS,500,78455002,F481z00,130183018
298301011,"Low vision, one eye, unspecified",500,193745007,F496000,298300012
2114271000000117,O/E visual acuity right eye = 6/20,500,810251000000105,2B6f.00,2114271000000117
2113201000000110,O/E - visual acuity left eye = 6/20,500,809751000000108,2B7f.00,2113201000000110
298184012,Binocular vision disorder,500,83275001,F483000,138110014
631921000006112,Dull vision NOS,500,246635007,F48y012,368421017
515781000006114,Blindness - traumatic - NOS,500,212141007,SJ0z.11,323622018
92912013,Nasal step visual field defect,500,55871009,F484C00,92912013
2163971016,O/E - L-eye visual acuity (corrected) 5/60,500,408331003,2B7X.00,2163971016
298205017,Sector or arcuate visual defect NOS,400,12184005,F484B00,20984015
2627081000006116,Sight impaired,400,7973008,,2164155010
2163965010,O/E - R-eye visual acuity (corrected) 4/60,400,408325001,2B6W.00,2163965010
1821731000006119,O/E - near visual acuity - L-eye =6/48,400,1821731000006103,,1821731000006119
1488913019,Visual perceptual weakness,400,395219004,1B79.00,1488913019
2163966011,O/E - R-eye visual acuity (corrected) 5/60,400,408326000,2B6X.00,2163966011
883371000006112,Blind - both eyes,400,193699007,F490.99,883371000006112
61691000006119,Visual aid provision,400,243709009,8D3..13,364512010
298231015,Congenital night blindness NOS,400,65194006,F486300,108338011
456798010,"Acquired blindness, both eyes",300,193709009,F490900,3670145014
4196761000006112,Blurring of visual image,300,111516008,,363393011
474370011,Visual cortex disorder,300,128329001,F4H7.00,474370011
298252011,Unspecified blindness both eyes,300,193699007,F490000,298251016
1060061000000116,Referral to visual impairment multidisciplinary team,300,492361000000106,8HlE.00,1060061000000116
399451013,Generalised visual contraction,300,267628004,F484G00,399451013
5232991000006119,Hazy vision,300,246636008,,368428011
1577681000006115,O/E - Visual Acuity (Corrected) R-Eye 6/36,300,1577681000006104,,1577681000006115
298166010,Unspecified subjective visual disturbance,300,78455002,F481000,130183018
1821851000006115,O/E - near visual acuity - R-eye =6/48,300,1821851000006104,,1821851000006115
1809401000006114,Vision change,300,1809401000006105,,1809401000006114
959521000006115,Abnormal results of vision screening test,200,959521000006104,,959521000006115
2168201000000117,"Moderate visual impairment, binocular",200,813891000000107,F498.00,2168201000000117
7973691000006117,England and Wales partially sighted certification,200,2531000000100,,17781000000113
2773231012,Combined visual and hearing impairment,200,433147009,Fy1..00,2773231012
1821711000006113,O/E - near visual acuity - L-eye =6/24,200,1821711000006109,,1821711000006113
1821721000006117,O/E - near visual acuity - L-eye =6/36,200,1821721000006101,,1821721000006117
6588771000006119,Mild visual impairment,200,397543001,,1777165015
915091000006115,Visual impairment: difficulty reading newspaper print,200,915091000006104,,915091000006115
736911000000111,Excluded from diabetic retinopathy screening as blind,200,374691000000100,9m08.00,736911000000111
298276015,"One eye blind, one eye low vision NOS",200,193711000,F491z00,298263014
299506011,Blindness AND/OR vision impairment level,200,105597003,FyuL.00,169718011
298241017,Other specified visual disturbance NOS,200,63102001,F48yz00,104891017
2627061000006114,Abnormal vision,200,7973008,,14189015
5564631000006115,Blind right eye,100,274572000,,410398017
298190011,Other binocular vision disturbance NOS,100,22066006,F483z00,37023015
8227901000006119,Certified severely sight impaired,100,727761000000107,,1595651000000117
2549896013,O/E - sight threatening diabetic retinopathy,100,417677008,2BBo.00,2549896013
493267010,Blind hypotensive eye,100,4229009,F404100,493267010
61771000006113,Visual defect-remed.therap.NOS,100,266740003,8E1Z.00,397200012
8262581000006110,Severe binocular visual impairment,100,813871000000108,,2121891000000113
883531000006115,Optic N./visual path disorders,100,54767005,F4H..99,883531000006115
2168211000000115,"Moderate visual impairment, monocular",100,813901000000108,F49C.00,2168211000000115
1821831000006110,O/E - near visual acuity - R-eye =6/24,100,1821831000006106,,1821831000006110
1821841000006117,O/E - near visual acuity - R-eye =6/36,100,1821841000006101,,1821841000006117
883561000006112,Visual path disorders NOS,100,627201000000109,F4Hz.99,883561000006112
2168191000000119,"Severe visual impairment, monocular",100,813881000000105,F49B.00,2168191000000119
1821701000006110,O/E - near visual acuity - L-eye =6/18,100,1821701000006106,,1821701000006110
2230871000000115,Uses guide dog for the blind,100,862731000000105,1a00000,2230871000000115
298135016,After-cataract with vision obscured,100,193615000,F465300,298135016
915081000006118,Visual impairment: avoids driving,100,915081000006102,,915081000006118
1529013,Blind hypertensive eye,100,264008,F404200,1529013
283294013,Visual defect-remedial therapy,100,183270005,8E1..00,283294013
5564611000006114,Blind left eye,100,274571007,,410395019
5380241000006115,Aid to vision,100,257192006,,382947016
915041000006112,Visual impairment: unable to recognise people across street,90,915041000006108,,915041000006112
1821681000006112,O/E - near visual acuity - L-eye =6/12,90,1821681000006108,,1821681000006112
1821821000006112,O/E - near visual acuity - R-eye =6/18,90,1821821000006108,,1821821000006112
2163962013,O/E - pinhole R-eye completely blind,90,408322003,2B6S.00,2163962013
915051000006114,Visual impairment: difficulty with close up work,90,915051000006105,,915051000006114
733161000000116,Impaired vision due to diabetic retinopathy,80,373041000000101,2BBr.00,733161000000116
2163958019,O/E - pinhole L-eye completely blind,80,408318008,2B7S.00,2163958019
510181000006115,"Better eye: low vision, Lesser eye: profound visual impairment",80,193711000,F491.00,298263014
75586010,Visual deprivation nystagmus,70,45339001,F4K5300,75586010
298185013,Binocular vision suppression,70,193659009,F483100,298185013
1821801000006119,O/E - near visual acuity - R-eye =6/12,70,1821801000006103,,1821801000006119
298235012,Night blindness NOS,70,65194006,F486z00,108338011
298228016,Unspecified night blindness,60,65194006,F486000,108338011
409631000006112,[X]Other disorders/optic nerve+visual pathways/diseases CE,60,54767005,FyuJ200,91024017
907781000006114,[RFC] Sudden onset squints/double vision,60,907781000006105,,907781000006114
61901000006116,Visual path disorder,60,54767005,F4H..11,497044018
298761010,Other visual pathway disorder,50,54767005,F4H6.00,91024017
283416014,Blind rehabilitation,50,183361009,8F61.00,283416014
6759961000006113,O/E - pinhole visual acuity left eye=6/12,40,408296009,,2159860012
6588751000006112,Severe visual impairment,40,397541004,,1777163010
255049019,O/E - visual suppression,40,163759008,29J3.00,255049019
1821811000006116,O/E - near visual acuity - R-eye =6/14,40,1821811000006100,,1821811000006116
298772017,Visual cortex disorder NOS,40,128329001,F4H7z00,206616014
747401000006112,"Lesser eye: severe visual impairment, Better eye: normal vision",40,193749001,F496300,298304015
1821691000006110,O/E - near visual acuity - L-eye =6/14,40,1821691000006106,,1821691000006110
6760201000006116,O/E - pinhole visual acuity right eye=6/12,40,408304001,,2159868017
313046011,Congenital corneal opacity with visual deficit,40,204148008,P341000,313046011
1583901000006115,Ineligibility for diab. eye screen: Blind (screening contraind),40,1583901000006104,,1583901000006115
299512018,[X]Visual disturbances in diseases classified elsewhere,30,63102001,FyuM200,104891017
746431000000113,Seen by visual impairment teacher,30,378931000000102,9NlD.00,746431000000113
3469631000006115,Bilateral visual field constriction,30,59695000,,498514014
4647691000006116,Revision of artificial eye,30,172150008,,266570014
1872771000006113,Special education needs - visual impairment,30,1872771000006109,,1872771000006113
26299016,Vitamin A deficiency with night blindness,30,15509004,C245.00,26299016
89429017,Acquired night blindness,30,53808001,F486400,89429017
8227891000006118,Certified sight impaired,30,727741000000106,,1595611000000116
323623011,Visual cortex injury,30,212142000,SJ03.00,323623011
2708871000006112,Reduced visual acuity,20,13164000,,22530018
8057471000006113,Visual disability,20,197511000000102,,296971000000116
747321000006113,Impairment level: one eye: moderate impairment: other eye: normal vision,20,16169003,F496600,27365013
8227841000006110,CVI - certificate of vision impairment,20,727391000000102,,1594631000000113
298230019,Hereditary night blindness NOS,20,65194006,F486200,108338011
6760231000006112,O/E - pinhole visual acuity right eye=6/18,20,408305000,,2159869013
4943561000006116,Eyesight deteriorating,20,225581002,,338994015
298181016,Other psychophysical visual disturbance,20,78455002,F481L00,130183018
918781000006113,Visual testing abnormal,20,918781000006109,,918781000006113
5233341000006119,Loss of part of visual field,20,246656009,,368454015
747391000006110,"Lesser eye: severe visual impairment, Better eye: near normal vision",20,193748009,F496200,298303014
2440051000000118,Uses deafblind intervener,20,957031000000107,13o8J00,2440051000000118
515731000006113,Blind rehabilitation,20,183361009,8F6..11,283416014
8262621000006110,Moderate binocular visual impairment,20,813891000000107,,2121931000000115
456381013,Provision of support as Braille user,20,312628008,8O0D.00,456381013
298763013,Visual pathway disorder due to vascular disorder,20,194064000,F4H6100,298763013
6759991000006117,O/E - pinhole visual acuity left eye=6/18,20,408297000,,2159861011
510371000006116,"Better eye: severe visual impairment, Lesser eye: severe visual impairment",20,193725004,F492200,298280013
5233001000006118,Foggy vision,20,246636008,,368423019
1779881000000115,Requires deafblind communicator guide,20,796201000000109,9NfB.00,1779881000000115
6760261000006115,O/E - pinhole visual acuity right eye=6/24,10,408306004,,2159870014
298768016,Other visual pathway disorder NOS,10,54767005,F4H6z00,91024017
2440231000000116,Requires deafblind haptic communication interpreter,10,957111000000103,9Nfc.00,2440231000000116
6760021000006117,O/E - pinhole visual acuity left eye =6/24,10,408298005,,2159862016
734951000006114,"Lesser eye: near total visual impairment, Better eye: normal vision",10,111519001,F495600,2618966018
8262641000006115,Moderate monocular visual impairment,10,813901000000108,,2121951000000110
3126811000006111,Central loss of vision,10,38950008,,1229476010
747311000006117,"Lesser eye: moderate visual impairment, Better eye: near normal vision",10,193751002,F496500,298306018
915071000006116,Visual impairment: difficulty using stairs,10,915071000006100,,915071000006116
298289014,"Lesser eye: total visual impairment, Better eye: unspecified",10,193732008,F495100,298287011
2865981000006110,Blind eye,10,22950006,,1223004014
11998211000006114,Bilateral acquired blindness of eyes,10,193709009,,3670145014
2496941000000110,Uses Deafblind Manual Alphabet,10,981781000000107,13o8N00,2496941000000110
3525261000006110,"Visual acuity, no light perception",10,63063006,,104825017
8262601000006117,Severe monocular visual impairment,10,813881000000105,,2121911000000111
298770013,Visual cortex disorder due to vascular disorder,10,194069005,F4H7100,298770013
6849021000006119,Cortical visual impairment,10,413924001,,2535583012
5564641000006113,Loss of vision of right eye,10,274572000,,410397010
2267571000000111,Deafblind,9,433147009,Fy1..12,2267571000000111
5564621000006118,Loss of vision of left eye,9,274571007,,410396018
959511000006111,Absent/abnormal response to visual stimuli,9,959511000006107,,959511000006111
3930491000006117,Transient monocular blindness,9,88032003,,507858010
510241000006117,"Better eye: moderate visual impairment, Lesser eye: severe visual impairment",8,193727007,F492400,298282017
2267601000000116,Dual sensory impairment - deafblind,8,433147009,Fy1..11,2267601000000116
2440141000000115,Requires deafblind block alphabet interpreter,8,957071000000109,9Nfb.00,2440141000000115
5233031000006114,Misty vision,8,246636008,,368426010
747361000006119,"Lesser eye: profound visual impairment, Better eye: near normal vision",8,193741003,F495800,298296011
3368241000006110,Concentric fading of visual field,8,53547005,,496696012
2440101000000118,Requires deafblind manual alphabet interpreter,7,957051000000100,9Nfa.00,2440101000000118
6969261000006116,Unexplained visual loss,7,421293001,,2618271019
298286019,Legal blindness USA,7,193731001,F494.00,298286019
510191000006117,"Better eye: moderate VI, Lesser eye: blind, unspecified",7,193711000,F491500,298263014
6760291000006111,O/E - pinhole visual acuity right eye=6/36,7,408307008,,2159871013
747341000006118,"Lesser eye: near total visual impairment, Better eye: near normal vision",7,193738007,F495500,298293015
510201000006119,"Better eye: moderate VI, Lesser eye: low vision unspecified",6,193722001,F492300,298277012
5032561000006114,Partial sight - both eyes,6,232150003,,347843010
510331000006119,"Better eye: severe VI, Lesser eye: blind, unspecified",6,193711000,F491100,298263014
510341000006112,"Better eye: severe VI, Lesser eye: low vision unspecified",5,193722001,F492100,298277012
4771631000006115,Congenital retinal blindness,5,193413001,,297843010
747421000006119,"Lesser eye: total visual impairment, Better eye: near normal vision",5,193735005,F495200,298290017
510211000006116,"Better eye: moderate visual impairment, Lesser eye: moderate visual impairment",5,193728002,F492500,298283010
510231000006110,"Better eye: moderate visual impairment, Lesser eye: profound visual impairment",5,193720009,F491800,298275016
5190391000006110,Provision of artificial eye,4,243705003,,364506017
5031311000006113,Congenital stationary night blindness,4,232061009,,347712011
6760321000006119,O/E - pinhole visual acuity right eye=6/60,4,408308003,,2159872018
510381000006118,"Better eye: severe visual impairment, Lesser eye: total visual impairment",4,193714008,F491200,298269013
4943361000006111,Painful blind eye,4,225569001,,338977017
6760731000006117,O/E - right eye visual acuity (corrected) 1/60,4,408323008,,2159887011
298765018,Visual pathway disorder due to inflammatory disorder,4,194065004,F4H6200,298765018
4943581000006114,Decreased vision,4,225581002,,2579180018
747431000006116,"Lesser eye: total visual impairment, Better eye: normal vision",4,193736006,F495300,298291018
6760051000006114,O/E - pinhole visual acuity left eye=6/36,4,408299002,,2159863014
6969271000006111,Unexplained vision loss,3,421293001,,2623095011
3376851000006115,Monocular vision,3,54055001,,89842013
510251000006115,"Better eye: moderate visual impairment, Lesser eye: total visual impairment",3,193718006,F491600,298273011
510361000006111,"Better eye: severe visual impairment, Lesser eye: profound visual impairment",3,193716005,F491400,298271013
3046771000006119,Enlarged blind spot,3,33970004,,56716014
61721000006112,Visual cortex disorder due to inflammatory disorder,3,194070006,F4H7200,298771012
747371000006114,"Lesser eye: profound visual impairment, Better eye: normal vision",3,193742005,F495900,298297019
6760881000006114,O/E - left eye visual acuity (corrected) 1/60,3,408328004,,2159892013
2627111000006110,Problem sight,3,7973008,,2164161013
6588761000006114,Moderate visual impairment,3,397542006,,1777164016
8106821000006111,"Low vision left eye, normal vision right eye",3,334311000119108,,2989870013
5232971000006115,Dim vision,3,246635007,,368421017
6760971000006117,O/E - left eye visual acuity (corrected) 5/60,3,408331003,,2159895010
11639551000006113,Seen by visual impairment review group,3,11639551000006109,,11639551000006113
5190431000006116,Provision of low vision aid,3,243710004,,364513017
3798451000006112,"Visual rehabilitation, visual defect",3,79844003,,132470016
6588731000006117,Visual difficulty,2,397540003,,2164952014
510271000006113,"Better eye: near total visual impairment, Lesser eye: total visual impairment",2,193703005,F490300,298255013
510261000006118,"Better eye: near total visual impairment, Lesser eye: near total visual impairment",2,193704004,F490400,298256014
955271000006115,O/E - visual acuity (corrected) L-eye 6/60,2,955271000006104,,955271000006115
2693991000006118,VFD - Visual field defect,2,12184005,,1220596013
7973421000006117,England and Wales blind certification,2,2481000000102,,17651000000111
1227707010,[V]Fitting or adjustment of visual substitution device,2,410361000000108,ZV53014,1016071000000114
510221000006112,"Better eye: moderate visual impairment, Lesser eye: near total visual impairment",2,193719003,F491700,298274017
952471000006113,O/E - visual acuity (corrected) L-eye 6/18,2,952471000006109,,952471000006113
4407291000006112,Disorder of visual cortex,2,128329001,,206616014
4057501000006117,Congenital blindness,2,95486002,,158165015
6211581000006114,Low vision aid,2,360285005,,475949019
6760081000006118,O/E - pinhole visual acuity left eye=6/60,2,408300005,,2159864015
8110501000006115,"Blind right eye, low vision left eye",2,343031000119102,,2989858014
956001000006110,O/E - visual acuity (corrected) R-eye 6/12,2,956001000006106,,956001000006110
4121051000006114,Blindness,2,105597003,,599301000000111
9879281000006116,Visual field defect of left eye,2,16059231000119107,,3326533011
6864441000006113,Monovision,2,414775001,,2535427013
5233521000006116,Colour vision below statutory standard,2,246672001,,368472014
3572261000006118,Visual rehabilitation,2,65943000,,109522012
3520981012,Visual field defect of right eye,2,16059071000119100,,3520981012
510301000006110,"Better eye: profound visual impairment, Lesser eye: profound visual impairment",2,193708001,F490800,298260012
8108811000006116,"Low vision right eye, normal vision left eye",2,339911000119106,,2989960010
5999711000006112,Blindness certification,2,310418000,,453991015
2516721000006116,Visual field constriction,2,1151008,,407666011
4060881000006115,Vision disorder,1,95677002,,158502014
5192741000006116,Blind registration,1,243886006,,364722019
8052131000006119,History of vision problem,1,180301000119102,,2990359017
6026121000006110,Provision of removable artificial eye,1,313124001,,456964011
298769012,Visual cortex disorder due to neoplasm,1,194068002,F4H7000,298769012
6760941000006113,O/E - left eye visual acuity (corrected) 4/60,1,408330002,,2159894014
6760791000006118,O/E - right eye visual acuity (corrected) 4/60,1,408325001,,2159889014
956091000006115,O/E - visual acuity (corrected) R-eye 6/60,1,956091000006104,,956091000006115
5190481000006115,Provision of low vision hand magnifier,1,243714008,,364518014
298762015,Visual pathway disorder due to neoplasm,1,194063006,F4H6000,298762015
5182801000006113,Blind and partially sighted rehabilitation - employment placement,1,243113006,,363597013
989001000006111,Blind/low vision -one eye only,1,267728009,F49y.99,989001000006111
7317741000006112,Arcuate visual field defect,1,446020008,,2882948011
8026081000006119,Visual disturbance as sequela of cerebrovascular disease,1,87551000119101,,2967618012
8110521000006113,"Blind left eye, low vision right eye",1,343051000119108,,2989944011
952501000006118,O/E - visual acuity (corrected) L-eye 6/24,1,952501000006102,,952501000006118
1780431000006112,O/E - visual acuity L-eye =6/20,1,1780431000006108,,1780431000006112
8110491000006111,"Blind right eye, normal vision left eye",1,343021000119100,,2990233018
3316921000006111,Double vision in one eye,1,50446000,,1230870014
988991000006111,Blind/low vision - both eyes,1,267727004,F493.99,988991000006111
5501481000006118,Generalised visual field constriction,1,267628004,,2821147010
6041281000006113,Visually significant corneal scar,1,314005007,,458275010
6760761000006114,O/E - right eye visual acuity (corrected) 2/60,1,408324002,,2159888018
5233351000006117,Unilateral visual field constriction,1,246657000,,368455019
