MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength
,,,,13746041000033112,38963111000001108,Mianserin 10mg tablets (Imported),Mianserin 10mg tablets,Tablet,,Mianserin hydrochloride,10.000mg
,,,,13746141000033111,38963811000001101,Mianserin 30mg tablets (Imported),Mianserin 30mg tablets,Tablet,,Mianserin hydrochloride,30.000mg
,,,,13746241000033116,38960711000001100,Mirtazapine 15mg orodispersible tablets (Imported),Mirtazapine 15mg orodispersible tablets,Orodispersible tablet,,Mirtazapine,15.000mg
,,,,13746341000033114,38960911000001103,Mirtazapine 45mg orodispersible tablets (Imported),Mirtazapine 45mg orodispersible tablets,Orodispersible tablet,,Mirtazapine,45.000mg
,,,,13746441000033115,38961911000001105,Moclobemide 300mg tablets (Imported),Moclobemide 300mg tablets,Tablet,,Moclobemide,300.000mg
,,,,13747441000033117,39000111000001109,Phenelzine 15mg capsules (Imported),Phenelzine 15mg capsules,Capsule,,Phenelzine sulfate,15.000mg
,,,,13747541000033116,38947211000001100,Phenelzine 15mg capsules (Special Order),Phenelzine 15mg capsules,Capsule,,Phenelzine sulfate,15.000mg
,,,,1462241000033110,4557211000001109,Trazodone 150mg modified-release tablets,Trazodone 150mg modified-release tablets,Modified-release tablet,Oral,Trazodone hydrochloride,150.000mg
,,,,1469441000033116,39708811000001101,Tranylcypromine 10mg tablets,Tranylcypromine 10mg tablets,Tablet,Oral,Tranylcypromine sulfate,10.000mg
,,,,3091041000033110,39692311000001104,Flupentixol 1mg tablets,Flupentixol 1mg tablets,Tablet,Oral,Flupentixol dihydrochloride,1.000mg
,,,,3091241000033119,39692411000001106,Flupentixol 3mg tablets,Flupentixol 3mg tablets,Tablet,Oral,Flupentixol dihydrochloride,3.000mg
,,,,3179941000033111,39692911000001103,Nortriptyline 10mg / Fluphenazine 500microgram tablets,Nortriptyline 10mg / Fluphenazine 500microgram tablets,Tablet,Oral,Fluphenazine hydrochloride/ Nortriptyline hydrochloride,500.000microgram + 10.000mg
,,,,4818541000033111,14952711000001108,Trixat XL 150mg capsules (PLIVA Pharma Ltd),Trixat XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4824541000033112,14954811000001106,Winfex XL 150mg capsules (Zentiva Pharma UK Ltd),Winfex XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,4954041000033114,8484811000001101,Doxepin 50mg/5ml oral solution,Doxepin 50mg/5ml oral solution,Oral solution,Oral,Doxepin hydrochloride,10.000mg/1.000ml
,,,,5889541000033114,17662211000001102,Mentaven XL 75mg capsules (Arrow Generics Ltd),Mentaven XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,5891041000033116,8454211000001109,Dosulepin 25mg/5ml oral suspension,Dosulepin 25mg/5ml oral suspension,Oral suspension,Oral,Dosulepin hydrochloride,5.000mg/1.000ml
,,,,593441000033111,843011000001101,Fluanxol 1mg tablets (Lundbeck Ltd),Fluanxol 1mg tablets,Tablet,Oral,Flupentixol dihydrochloride,1.000mg
,,,,5992241000033114,8454011000001104,Dosulepin 75mg/5ml oral suspension,Dosulepin 75mg/5ml oral suspension,Oral suspension,Oral,Dosulepin hydrochloride,15.000mg/1.000ml
,,,,929841000033110,4549511000001102,Molipaxin CR 150mg tablets (Aventis Pharma),Molipaxin CR 150mg tablets,Modified-release tablet,Oral,Trazodone hydrochloride,150.000mg
,,,,1008941000033114,3708811000001102,Optimax 500mg tablets (Intrapharm Laboratories Ltd),Optimax 500mg tablets,Tablet,Oral,Tryptophan,500.000mg
,,,,10332441000033118,29686711000001103,Amitriptyline 10mg/5ml oral solution sugar free,Amitriptyline 10mg/5ml oral solution sugar free,Oral solution,Oral,Amitriptyline hydrochloride,2.000mg/1.000ml
,,,,1042141000033117,321964006,Paroxetine 20mg tablets,Paroxetine 20mg tablets,Tablet,Oral,Paroxetine hydrochloride,20.000mg
,,,,1042241000033112,321966008,Paroxetine 30mg tablets,Paroxetine 30mg tablets,Tablet,Oral,Paroxetine hydrochloride,30.000mg
,,,,10616941000033112,30738811000001109,Vortioxetine 5mg tablets,Vortioxetine 5mg tablets,Tablet,Oral,Vortioxetine hydrobromide,5.000mg
,,,,10617041000033113,30738611000001105,Vortioxetine 10mg tablets,Vortioxetine 10mg tablets,Tablet,Oral,Vortioxetine hydrobromide,10.000mg
,,,,10617141000033112,30738711000001101,Vortioxetine 20mg tablets,Vortioxetine 20mg tablets,Tablet,Oral,Vortioxetine hydrobromide,20.000mg
,,,,10617241000033117,30247511000001100,Brintellix 5mg tablets (Lundbeck Ltd),Brintellix 5mg tablets,Tablet,Oral,Vortioxetine hydrobromide,5.000mg
,,,,10617341000033110,30248111000001105,Brintellix 10mg tablets (Lundbeck Ltd),Brintellix 10mg tablets,Tablet,Oral,Vortioxetine hydrobromide,10.000mg
,,,,10617441000033116,30247811000001102,Brintellix 20mg tablets (Lundbeck Ltd),Brintellix 20mg tablets,Tablet,Oral,Vortioxetine hydrobromide,20.000mg
,,,,10701841000033115,30990411000001105,Duciltia 30mg gastro-resistant capsules (Aristo Pharma Ltd),Duciltia 30mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,30.000mg
,,,,10701941000033111,30990611000001108,Duciltia 60mg gastro-resistant capsules (Aristo Pharma Ltd),Duciltia 60mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,60.000mg
,,,,10730041000033110,31016011000001103,Venlafaxine 225mg modified-release capsules,Venlafaxine 225mg modified-release capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,225.000mg
,,,,10730141000033114,30991111000001106,Efexor XL 225mg capsules (Upjohn UK Ltd),Efexor XL 225mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,225.000mg
,,,,1079341000033111,321902007,Phenelzine 15mg tablets,Phenelzine 15mg tablets,Tablet,Oral,Phenelzine sulfate,15.000mg
,,,,1111541000033117,208811000001101,Prothiaden 25mg capsules (Teofarma S.r.l.),Prothiaden 25mg capsules,Capsule,Oral,Dosulepin hydrochloride,25.000mg
,,,,1111641000033116,397711000001101,Prepadine 25mg capsules (Teva UK Ltd),Prepadine 25mg capsules,Capsule,Oral,Dosulepin hydrochloride,25.000mg
,,,,1111941000033111,142311000001103,Prozac 60mg capsules (Eli Lilly and Company Ltd),Prozac 60mg capsules,Capsule,Oral,Fluoxetine hydrochloride,60.000mg
,,,,1112441000033114,573011000001101,Prozac 20mg capsules (Eli Lilly and Company Ltd),Prozac 20mg capsules,Capsule,Oral,Fluoxetine hydrochloride,20.000mg
,,,,1129541000033110,695811000001109,Prozac 20mg/5ml liquid (Eli Lilly and Company Ltd),Prozac 20mg/5ml liquid,Oral solution,Oral,Fluoxetine hydrochloride,4.000mg/1.000ml
,,,,1135541000033110,733111000001103,Prothiaden 75mg tablets (Teofarma S.r.l.),Prothiaden 75mg tablets,Tablet,Oral,Dosulepin hydrochloride,75.000mg
,,,,1135941000033116,329511000001107,Prepadine 75mg tablets (Teva UK Ltd),Prepadine 75mg tablets,Tablet,Oral,Dosulepin hydrochloride,75.000mg
,,,,11603841000033119,373959000,Fluoxetine 10mg capsules,Fluoxetine 10mg capsules,Capsule,Oral,Fluoxetine hydrochloride,10.000mg
,,,,1165641000033115,39703311000001102,Reboxetine 4mg tablets,Reboxetine 4mg tablets,Tablet,Oral,Reboxetine mesilate,4.000mg
,,,,11693641000033117,32833611000001107,Vensir XL 225mg capsules (Morningside Healthcare Ltd),Vensir XL 225mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,225.000mg
,,,,11707441000033119,32960811000001102,Fluoxetine 30mg capsules,Fluoxetine 30mg capsules,Capsule,Oral,Fluoxetine hydrochloride,30.000mg
,,,,11707541000033118,376803002,Fluoxetine 40mg capsules,Fluoxetine 40mg capsules,Capsule,Oral,Fluoxetine hydrochloride,40.000mg
,,,,11755441000033119,422084009,Paroxetine 40mg tablets,Paroxetine 40mg tablets,Tablet,Oral,Paroxetine hydrochloride,40.000mg
,,,,12194541000033118,34180811000001108,Vencarm XL 150mg capsules (Aspire Pharma Ltd),Vencarm XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,12194641000033117,34180611000001109,Vencarm XL 225mg capsules (Aspire Pharma Ltd),Vencarm XL 225mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,225.000mg
,,,,12194741000033114,34181211000001101,Vencarm XL 37.5mg capsules (Aspire Pharma Ltd),Vencarm XL 37.5mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,37.500mg
,,,,12194841000033116,34181011000001106,Vencarm XL 75mg capsules (Aspire Pharma Ltd),Vencarm XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,12257841000033117,15000711000001103,Nortriptyline 10mg/5ml oral suspension,Nortriptyline 10mg/5ml oral suspension,Oral suspension,Oral,Nortriptyline hydrochloride,2.000mg/1.000ml
,,,,12292341000033116,34034111000001108,Nortriptyline 50mg tablets,Nortriptyline 50mg tablets,Tablet,Oral,Nortriptyline hydrochloride,50.000mg
,,,,12389941000033119,34740911000001104,Venlasov XL 75mg capsules (Sovereign Medical Ltd),Venlasov XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,12390341000033114,34740711000001101,Venlasov XL 150mg capsules (Sovereign Medical Ltd),Venlasov XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,12475941000033119,35034711000001103,Depalta 30mg gastro-resistant capsules (Disposable Medical Equipment Ltd),Depalta 30mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,30.000mg
,,,,12476041000033112,35035211000001106,Depalta 60mg gastro-resistant capsules (Disposable Medical Equipment Ltd),Depalta 60mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,60.000mg
,,,,12476541000033119,35113311000001104,Trazodone 100mg/5ml oral solution sugar free,Trazodone 100mg/5ml oral solution sugar free,Oral solution,Oral,Trazodone hydrochloride,20.000mg/1.000ml
,,,,12605341000033111,23343411000001101,Venladex XL 75mg tablets (Dexcel-Pharma Ltd),Venladex XL 75mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,12605441000033117,23343211000001100,Venladex XL 150mg tablets (Dexcel-Pharma Ltd),Venladex XL 150mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,150.000mg
,,,,12605541000033116,35638211000001107,Venladex XL 225mg tablets (Dexcel-Pharma Ltd),Venladex XL 225mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,225.000mg
,,,,12641541000033113,35797111000001102,Venzip XL 150mg capsules (Milpharm Ltd),Venzip XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,12641641000033114,35797611000001105,Venzip XL 75mg capsules (Milpharm Ltd),Venzip XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,1278341000033111,477511000001109,Seroxat 20mg tablets (GlaxoSmithKline UK Ltd),Seroxat 20mg tablets,Tablet,Oral,Paroxetine hydrochloride,20.000mg
,,,,1278441000033117,738111000001107,Seroxat 30mg tablets (GlaxoSmithKline UK Ltd),Seroxat 30mg tablets,Tablet,Oral,Paroxetine hydrochloride,30.000mg
,,,,1278741000033112,39704011000001103,Sertraline 100mg tablets,Sertraline 100mg tablets,Tablet,Oral,Sertraline hydrochloride,100.000mg
,,,,1278841000033119,39704111000001102,Sertraline 50mg tablets,Sertraline 50mg tablets,Tablet,Oral,Sertraline hydrochloride,50.000mg
,,,,12900941000033117,13045911000001105,Sertraline 25mg/5ml oral suspension,Sertraline 25mg/5ml oral suspension,Oral suspension,Oral,Sertraline hydrochloride,5.000mg/1.000ml
,,,,12901141000033114,36606511000001101,Majoven XL 75mg capsules (Bristol Laboratories Ltd),Majoven XL 75mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,12901241000033119,36606711000001106,Majoven XL 150mg capsules (Bristol Laboratories Ltd),Majoven XL 150mg capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,1294541000033115,259211000001103,Sinequan 10mg capsules (Pfizer Ltd),Sinequan 10mg capsules,Capsule,Oral,Doxepin hydrochloride,10.000mg
,,,,1294641000033119,400611000001102,Sinequan 25mg capsules (Pfizer Ltd),Sinequan 25mg capsules,Capsule,Oral,Doxepin hydrochloride,25.000mg
,,,,1294741000033111,621711000001107,Sinequan 50mg capsules (Pfizer Ltd),Sinequan 50mg capsules,Capsule,Oral,Doxepin hydrochloride,50.000mg
,,,,1294841000033118,276511000001108,Sinequan 75mg capsules (Pfizer Ltd),Sinequan 75mg capsules,Capsule,Oral,Doxepin hydrochloride,75.000mg
,,,,12989441000033115,36871511000001108,Dutor 30mg gastro-resistant capsules (Torrent Pharma (UK) Ltd),Dutor 30mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,30.000mg
,,,,13318341000033119,38003311000001102,Venlafaxine 300mg modified-release tablets,Venlafaxine 300mg modified-release tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,300.000mg
,,,,13318441000033113,37997111000001105,Venlalic XL 300mg tablets (Ethypharm UK Ltd),Venlalic XL 300mg tablets,Modified-release tablet,Oral,Venlafaxine hydrochloride,300.000mg
,,,,13444241000033119,376689003,Trazodone 50mg tablets,Trazodone 50mg tablets,Tablet,Oral,Trazodone hydrochloride,50.000mg
,,,,13444341000033112,376690007,Trazodone 100mg tablets,Trazodone 100mg tablets,Tablet,Oral,Trazodone hydrochloride,100.000mg
,,,,13740541000033117,38962111000001102,Fluoxetine 10mg tablets (Imported),Fluoxetine 10mg tablets,Tablet,,Fluoxetine hydrochloride,10.000mg
,,,,13740641000033116,38962311000001100,Fluoxetine 30mg capsules (Imported),Fluoxetine 30mg capsules,Capsule,,Fluoxetine hydrochloride,30.000mg
,,,,13743641000033113,39134011000001104,Sertraline 25mg tablets,Sertraline 25mg tablets,Tablet,Oral,Sertraline hydrochloride,25.000mg
,,,,1389441000033112,101711000001102,Surmontil 50mg capsules (Sanofi),Surmontil 50mg capsules,Capsule,Oral,Trimipramine maleate,50.000mg
,,,,13898641000033112,39964811000001101,Duloxetine 90mg gastro-resistant capsules,Duloxetine 90mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,90.000mg
,,,,13898741000033115,39964711000001109,Duloxetine 120mg gastro-resistant capsules,Duloxetine 120mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,120.000mg
,,,,1396741000033112,908011000001108,Surmontil 10mg tablets (Sanofi),Surmontil 10mg tablets,Tablet,Oral,Trimipramine maleate,10.000mg
,,,,1396841000033119,498211000001103,Surmontil 25mg tablets (Sanofi),Surmontil 25mg tablets,Tablet,Oral,Trimipramine maleate,25.000mg
,,,,1449441000033113,214311000001103,Tofranil 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd),Tofranil 25mg/5ml syrup,Oral solution,Oral,Imipramine hydrochloride,5.000mg/1.000ml
,,,,1450841000033117,53511000001107,Tofranil 25mg tablets (Novartis Pharmaceuticals UK Ltd),Tofranil 25mg tablets,Tablet,Oral,Imipramine hydrochloride,25.000mg
,,,,1454641000033112,321881001,Trazodone 50mg capsules,Trazodone 50mg capsules,Capsule,Oral,Trazodone hydrochloride,50.000mg
,,,,1454741000033115,321886006,Trimipramine 50mg capsules,Trimipramine 50mg capsules,Capsule,Oral,Trimipramine maleate,50.000mg
,,,,1455241000033113,321880000,Trazodone 100mg capsules,Trazodone 100mg capsules,Capsule,Oral,Trazodone hydrochloride,100.000mg
,,,,1461941000033113,3909411000001104,Trazodone 50mg/5ml oral solution sugar free,Trazodone 50mg/5ml oral solution sugar free,Oral solution,Oral,Trazodone hydrochloride,10.000mg/1.000ml
,,,,1471341000033116,321887002,Trimipramine 10mg tablets,Trimipramine 10mg tablets,Tablet,Oral,Trimipramine maleate,10.000mg
,,,,1471441000033110,321888007,Trimipramine 25mg tablets,Trimipramine 25mg tablets,Tablet,Oral,Trimipramine maleate,25.000mg
,,,,1473341000033117,514611000001101,Triptafen tablets (Advanz Pharma),Triptafen tablets,Tablet,Oral,Amitriptyline hydrochloride/ Perphenazine,25.000mg + 2.000mg
,,,,1473441000033111,479411000001101,Triptafen-M tablets (Mercury Pharma Group Ltd),Triptafen-M tablets,Tablet,Oral,Amitriptyline hydrochloride/ Perphenazine,10.000mg + 2.000mg
,,,,1473641000033113,321877001,Trazodone 150mg tablets,Trazodone 150mg tablets,Tablet,Oral,Trazodone hydrochloride,150.000mg
,,,,1474141000033117,321941009,Tryptophan 500mg tablets,Tryptophan 500mg tablets,Tablet,Oral,Tryptophan,500.000mg
,,,,1509241000033110,38750411000001106,Venlafaxine 150mg modified-release capsules,Venlafaxine 150mg modified-release capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,150.000mg
,,,,1509341000033117,38750311000001104,Venlafaxine 75mg modified-release capsules,Venlafaxine 75mg modified-release capsules,Modified-release capsule,Oral,Venlafaxine hydrochloride,75.000mg
,,,,1512241000033119,39707611000001104,Venlafaxine 37.5mg tablets,Venlafaxine 37.5mg tablets,Tablet,Oral,Venlafaxine hydrochloride,37.500mg
,,,,1512341000033112,39707411000001102,Venlafaxine 75mg tablets,Venlafaxine 75mg tablets,Tablet,Oral,Venlafaxine hydrochloride,75.000mg
,,,,1512441000033118,39707311000001109,Venlafaxine 50mg tablets,Venlafaxine 50mg tablets,Tablet,Oral,Venlafaxine hydrochloride,50.000mg
,,,,1558041000033118,523611000001107,Zispin 30mg tablets (Organon Laboratories Ltd),Zispin 30mg tablets,Tablet,Oral,Mirtazapine,30.000mg
,,,,1583041000033115,695611000001105,Cipramil 40mg tablets (Lundbeck Ltd),Cipramil 40mg tablets,Tablet,Oral,Citalopram hydrobromide,40.000mg
,,,,1583141000033116,321991008,Citalopram 40mg tablets,Citalopram 40mg tablets,Tablet,Oral,Citalopram hydrobromide,40.000mg
,,,,1583241000033111,62511000001109,Cipramil 10mg tablets (Lundbeck Ltd),Cipramil 10mg tablets,Tablet,Oral,Citalopram hydrobromide,10.000mg
,,,,1583341000033118,321989000,Citalopram 10mg tablets,Citalopram 10mg tablets,Tablet,Oral,Citalopram hydrobromide,10.000mg
,,,,1662441000033114,36565911000001109,Paroxetine 10mg/5ml oral suspension sugar free,Paroxetine 10mg/5ml oral suspension sugar free,Oral suspension,Oral,Paroxetine hydrochloride,2.000mg/1.000ml
,,,,1686141000033119,16811000001109,Seroxat 20mg/10ml liquid (GlaxoSmithKline UK Ltd),Seroxat 20mg/10ml liquid,Oral suspension,Oral,Paroxetine hydrochloride,2.000mg/1.000ml
,,,,1900641000033112,321994000,Citalopram 40mg/ml oral drops sugar free,Citalopram 40mg/ml oral drops sugar free,Oral drops,Oral,Citalopram hydrochloride,40.000mg/1.000ml
,,,,1900741000033115,1211000001102,Cipramil 40mg/ml drops (Lundbeck Ltd),Cipramil 40mg/ml drops,Oral drops,Oral,Citalopram hydrochloride,40.000mg/1.000ml
,,,,1923141000033118,456311000001103,Felicium 20mg capsules (Opus Pharmaceuticals Ltd),Felicium 20mg capsules,Capsule,Oral,Fluoxetine hydrochloride,20.000mg
,,,,2078841000033114,4071311000001107,Lomont 70mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd),Lomont 70mg/5ml oral suspension,Oral suspension,Oral,Lofepramine hydrochloride,14.000mg/1.000ml
,,,,2215541000033118,694011000001102,Feprapax 70mg tablets (Ashbourne Pharmaceuticals Ltd),Feprapax 70mg tablets,Tablet,Oral,Lofepramine hydrochloride,70.000mg
,,,,259141000033116,847211000001102,Cipramil 20mg tablets (Lundbeck Ltd),Cipramil 20mg tablets,Tablet,Oral,Citalopram hydrobromide,20.000mg
,,,,259241000033111,321987003,Citalopram 20mg tablets,Citalopram 20mg tablets,Tablet,Oral,Citalopram hydrobromide,20.000mg
,,,,2602041000033119,689411000001109,Oxactin 20mg capsules (Discovery Pharmaceuticals),Oxactin 20mg capsules,Capsule,Oral,Fluoxetine hydrochloride,20.000mg
,,,,262041000033115,321785001,Clomipramine 10mg capsules,Clomipramine 10mg capsules,Capsule,Oral,Clomipramine hydrochloride,10.000mg
,,,,262141000033116,321786000,Clomipramine 25mg capsules,Clomipramine 25mg capsules,Capsule,Oral,Clomipramine hydrochloride,25.000mg
,,,,262241000033111,321787009,Clomipramine 50mg capsules,Clomipramine 50mg capsules,Capsule,Oral,Clomipramine hydrochloride,50.000mg
,,,,2710441000033119,683911000001104,Ranflutin 20mg capsules (Ranbaxy (UK) Ltd),Ranflutin 20mg capsules,Capsule,Oral,Fluoxetine hydrochloride,20.000mg
,,,,2749541000033116,407915000,Escitalopram 10mg tablets,Escitalopram 10mg tablets,Tablet,Oral,Escitalopram oxalate,10.000mg
,,,,2749641000033115,3388511000001100,Cipralex 10mg tablets (Lundbeck Ltd),Cipralex 10mg tablets,Tablet,Oral,Escitalopram oxalate,10.000mg
,,,,2770541000033113,10065611000001109,Prozit 20mg/5ml oral solution (Pinewood Healthcare),Prozit 20mg/5ml oral solution,Oral solution,Oral,Fluoxetine hydrochloride,4.000mg/1.000ml
,,,,2770641000033114,321951005,Fluoxetine 20mg/5ml oral solution,Fluoxetine 20mg/5ml oral solution,Oral solution,Oral,Fluoxetine hydrochloride,4.000mg/1.000ml
,,,,284741000033110,4557811000001105,Clomipramine 25mg/5ml oral solution,Clomipramine 25mg/5ml oral solution,Oral solution,Oral,Clomipramine hydrochloride,5.000mg/1.000ml
,,,,285741000033111,36089111000001109,Clomipramine 75mg modified-release tablets,Clomipramine 75mg modified-release tablets,Modified-release tablet,Oral,Clomipramine hydrochloride,75.000mg
,,,,2951341000033116,408067001,Escitalopram 20mg tablets,Escitalopram 20mg tablets,Tablet,Oral,Escitalopram oxalate,20.000mg
,,,,2951441000033110,4942511000001102,Cipralex 20mg tablets (Lundbeck Ltd),Cipralex 20mg tablets,Tablet,Oral,Escitalopram oxalate,20.000mg
,,,,2974841000033114,375195005,Mirtazapine 30mg orodispersible tablets,Mirtazapine 30mg orodispersible tablets,Orodispersible tablet,Oral,Mirtazapine,30.000mg
,,,,3029641000033112,375194009,Mirtazapine 15mg orodispersible tablets,Mirtazapine 15mg orodispersible tablets,Orodispersible tablet,Oral,Mirtazapine,15.000mg
,,,,3029741000033115,5627911000001100,Mirtazapine 45mg orodispersible tablets,Mirtazapine 45mg orodispersible tablets,Orodispersible tablet,Oral,Mirtazapine,45.000mg
,,,,3029841000033113,5608811000001102,Zispin SolTab 15mg orodispersible tablets (Organon Pharma (UK) Ltd),Zispin SolTab 15mg orodispersible tablets,Orodispersible tablet,Oral,Mirtazapine,15.000mg
,,,,3029941000033117,5595811000001101,Zispin SolTab 45mg orodispersible tablets (Organon Pharma (UK) Ltd),Zispin SolTab 45mg orodispersible tablets,Orodispersible tablet,Oral,Mirtazapine,45.000mg
,,,,3030341000033110,409150001,Escitalopram 5mg tablets,Escitalopram 5mg tablets,Tablet,Oral,Escitalopram oxalate,5.000mg
,,,,3030541000033115,7331811000001105,Cipralex 5mg tablets (Lundbeck Ltd),Cipralex 5mg tablets,Tablet,Oral,Escitalopram oxalate,5.000mg
,,,,3058741000033113,9103511000001102,Mirtazapine 15mg/ml oral solution sugar free,Mirtazapine 15mg/ml oral solution sugar free,Oral solution,Oral,Mirtazapine,15.000mg/1.000ml
,,,,3078541000033115,4859711000001106,Zispin SolTab 30mg orodispersible tablets (Organon Pharma (UK) Ltd),Zispin SolTab 30mg orodispersible tablets,Orodispersible tablet,Oral,Mirtazapine,30.000mg
,,,,3088941000033118,321805008,Dosulepin 25mg capsules,Dosulepin 25mg capsules,Capsule,Oral,Dosulepin hydrochloride,25.000mg
,,,,3089041000033110,321806009,Dosulepin 75mg tablets,Dosulepin 75mg tablets,Tablet,Oral,Dosulepin hydrochloride,75.000mg
,,,,3089141000033114,8454311000001101,Dosulepin 25mg/5ml oral solution,Dosulepin 25mg/5ml oral solution,Oral solution,Oral,Dosulepin hydrochloride,5.000mg/1.000ml
,,,,3089241000033119,8454111000001103,Dosulepin 75mg/5ml oral solution,Dosulepin 75mg/5ml oral solution,Oral solution,Oral,Dosulepin hydrochloride,15.000mg/1.000ml
,,,,3091141000033114,39692511000001105,Flupentixol 500microgram tablets,Flupentixol 500microgram tablets,Tablet,Oral,Flupentixol dihydrochloride,500.000microgram
,,,,3177641000033112,8013111000001100,Duloxetine 20mg gastro-resistant capsules,Duloxetine 20mg gastro-resistant capsules,Gastro-resistant capsule,Oral,Duloxetine hydrochloride,20.000mg
