MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,cleansedreadcode,snomedctdescriptionid
2532958014,Exacerbation of Crohn's disease of small intestine,2000,414154002,J400500,2532958014
303798011,[X]Other intestinal malabsorption,2000,197476001,Jyu9000,303668012
302956014,Ulcerative proctocolitis NOS,2000,295046003,J410z00,435370011
302939018,Crohn's disease of the ileum unspecified,1000,38106008,J400300,64705019
905751000006114,[RFC] Malabsorptions,1000,905751000006105,,905751000006114
303687018,Acquired coeliac disease,1000,197479008,J690100,303687018
62031000006117,Vitamin B12 deficiency anaemia due to malabsorption with proteinuria,700,191142007,D011100,293918016
303761010,[X]Other Crohn's disease,700,34000006,Jyu4000,56765016
398844017,Malabsorption of glucose,600,267426009,C313511,398844017
302946010,Regional ileocolitis,600,196983007,J402.00,302946010
309743013,Arthropathy in ulcerative colitis,600,201727001,N031000,309743013
128192011,Blind loop syndrome,500,77225009,J692.00,128192011
1816421000006112,Left sided ulcerative colitis,500,445243001,J438.00,2870946010
906051000006118,[RFC] Crohns disease,400,906051000006102,,906051000006118
303714014,Malabsorption - iron,400,197495008,J69y700,303714014
303713015,Intestinal malabsorption of fat,400,197494007,J69y600,303713015
302322010,Orofacial Crohn's disease,300,196578009,J08z900,302322010
303686010,Congenital coeliac disease,300,197478000,J690000,303686010
85901000006116,Ulcerative (chronic) ileocolitis,300,196987008,J412.00,302953018
3316751000006117,Crohn's disease of colon,300,50440006,,84032014
212421000006117,Postsurgical malabsorption - other,200,266480006,J693.11,396408013
445122011,Malabsorption due to intolerance to fat,200,303062005,J69y011,445122011
302953018,Ulcerative ileocolitis,200,196987008,J410000,302953018
398842018,Lactose malabsorption,200,267425008,C313111,398842018
302961011,Other idiopathic proctocolitis NOS,200,418130002,J41yz00,2576688010
309833017,Juvenile arthritis in Crohn's disease,100,201805000,N045300,309833017
5076051000006115,Percutaneous endoscopic gastrostomy,100,235159007,,352438010
763251000006112,Folate-deficiency anaemia due to malabsorption,100,191149003,D012300,293938015
3047421000006110,Crohns disease,100,34000006,,2920557011
293026010,Adult osteomalacia due to malabsorption,90,190645001,C285.00,293026010
906191000006113,[RFC] Ulcerative colitis,80,906191000006109,,906191000006113
303709010,Intestinal malabsorption of protein,80,197490003,J69y200,303709010
730541000006110,Malabsorption of glucose - galactose,80,190749000,C313011,2108261000000119
3113541000006111,Crohn's ileitis,70,38106008,,1229386012
3047411000006119,Crohn disease,70,34000006,,2841833019
4784091000006115,Crohn's disease of oral soft tissues,50,196578009,,3491734012
3351341000006118,Ulcerative colitis confined to rectum and sigmoid colon,50,52506002,,496333011
2559781000006115,Crohn's disease of rectum,40,3815005,,7437014
7281951000006112,Autoantibody screening for coeliac disease positive,40,443718009,,2839514016
886591000006110,Postsurgical malabsorption,40,266480006,J693.99,886591000006110
5076061000006118,PEG - Percutaneous endoscopic gastrostomy,30,235159007,,352439019
293925011,Congenital folate malabsorption anaemia,30,191146005,D012000,293925011
303710017,Intestinal malabsorption of carbohydrate,30,197491004,J69y300,303710017
356674012,Malabsorption of disaccharide NEC,30,237972006,C313911,356672011
3992891000006113,Adult form of coeliac disease,30,91867008,,509751016
3230001000006118,Coeliac infantilism,20,45259000,,75458017
4940161000006119,PEG - Percutaneous endoscopic gastrostomy feeding,20,225373002,,338671018
4761111000006113,Folate deficiency anaemia due to malabsorption,20,191149003,,293938015
76399015,Methionine malabsorption syndrome,20,45812003,C304z11,76399015
411383013,Coeliac rickets,20,275404008,J690.11,411383013
8257681000006119,Malabsorption due to intolerance to cow's milk protein,20,804161000000109,,1797741000000119
3018871000006116,Malabsorption,20,32230006,,53838011
2559801000006116,Crohn's proctitis,10,3815005,,488237016
212431000006119,Postsurgical malabsorption osteoporosis,10,203434006,N330700,312134016
4785581000006112,Crohn disease of terminal ileum,10,196977009,,2838767013
309836013,Juvenile arthritis in ulcerative colitis,10,201807008,N045400,309836013
5085621000006118,Perianal Crohn's disease,8,235796008,,353466014
8271341000006114,Dislodged PEG (percutaneous endoscopic gastrostomy) tube,7,824021000000107,,2154771000000115
8271351000006111,Detached PEG (percutaneous endoscopic gastrostomy) tube,7,824021000000107,,2154781000000118
4411741000006119,Acute ulcerative colitis,6,128600008,,206978018
2726621000006117,Severe chronic ulcerative colitis,4,14311001,,24336012
4784111000006112,Oral Crohn's disease,4,196578009,,3491732011
5063551000006110,Selective malabsorption of cyanocobalamin,4,234363001,,351110011
212441000006112,Post-surgical malabsorption osteoporosis with pathological fracture,4,203446005,N331400,312158017
3047391000006119,CD - Crohn's disease,3,34000006,,485711017
7008801000006117,Percutaneous endoscopic gastrostomy tube care,3,423508006,,2649348019
5084611000006110,Malabsorption due to food intolerance,2,235719002,,353363019
3420891000006119,"Crohns disease, small intestine",2,56689002,,2920652011
3553391000006113,UC - Ulcerative colitis,2,64766004,,2579428017
4809351000006111,Juvenile arthritis in Crohn disease,2,201805000,,2838741015
3316811000006110,"Crohns disease, colon",2,50440006,,2921054017
4808981000006112,Arthropathy in Crohn disease,2,201728006,,2839855014
6567671000006110,Celiac disease,2,396331005,,1774089018
8271321000006119,Detachment of percutaneous endoscopic gastrostomy tube,2,824021000000107,,2144601000000118
5574431000006111,History of ulcerative colitis,2,275549008,,2986797011
3414681000006119,Crohn's disease of duodenum,2,56287005,,93608013
5084621000006119,Malabsorption due to intolerance to carbohydrate,2,235720008,,353364013
4759481000006118,Glucose-galactose malabsorption,1,190749000,,293202016
3107061000006110,Primary zinc malabsorption,1,37702000,,486789019
3774141000006118,Mild chronic ulcerative colitis,1,78324009,,129980017
7273351000006118,Blockage of percutaneous endoscopic gastrostomy tube,1,443181001,,2839292019
1854901000006114,Cystic fibrosis manifested by malabsorption,1,1854901000006105,,1854901000006114
8271331000006116,Detachment of PEG (percutaneous endoscopic gastrostomy) tube,1,824021000000107,,2144621000000110
7988841000006110,Crohn's disease with arthritis,1,8161000119106,,3330451014
6567681000006113,CD - Coeliac disease,1,396331005,,1783556014
7294371000006118,Chronic ulcerative colitis,1,444546002,,2872718011
6853111000006114,Exacerbation of Crohn disease of large intestine,1,414153008,,2838315012
8035641000006112,History of Crohns disease,1,112561000119108,,3040276012
7502561000006118,Ulcerative colitis in remission,1,697969008,,2968115014
3346691000006114,Ulcerative colitis confined to rectum,1,52231000,,496248019
