MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,cleansedreadcode,snomedctdescriptionid
297267013,Epileptic seizures - akinetic,900,192982004,F250300,297267013
399395015,Progressive myoclonic epilepsy,900,267581004,F132100,399395015
141991000000116,Epilepsy prevents employment,700,93151000000108,667H.00,141991000000116
8191681000006117,Petit-mal epilepsy,700,509341000000107,,1132501000000111
245361000006118,Partial epilepsy without impairment of consciousness OS,700,230381009,F255y00,345227013
297281010,Neonatal myoclonic epilepsy,600,192990004,F251100,297281010
897431000006113,Post traumatic epilepsy,500,75023009,SC20099,897431000006113
3323851000006114,Childhood absence epilepsy,500,50866000,,84759011
297289012,Other specified generalised convulsive epilepsy,500,65120008,F251y00,108213016
425631000006118,[X]Schizophrenia-like psychosis in epilepsy,400,5510009,Eu05212,10196013
299345017,"[X]Status epilepticus, unspecified",400,230456007,Fyu5900,345339019
918601000006111,Nocturnal epilepsy,300,918601000006107,,918601000006111
800721000006115,Generalised nonconvulsive epilepsy NOS,300,192979009,F250z00,297264018
297302019,Epileptic automatism,300,193004006,F254400,297302019
477355017,Psychomotor epilepsy,300,361123003,F254100,477355017
10791000006116,Other specified generalised nonconvulsive epilepsy,300,192979009,F250y00,297263012
345311015,Severe myoclonic epilepsy in infancy,300,230437002,F25G.00,345311015
931711000006118,Early infantile epileptic encephalopathy with suppression bursts,300,230429005,F259.00,345301010
3719651000006117,Post-traumatic epilepsy,300,75023009,,124604012
299337010,[X]Other status epilepticus,200,230456007,Fyu5200,345339019
148591000006114,Sensory induced epilepsy,200,79745005,F255100,1234392012
148427014,Gelastic epilepsy,200,89525009,F25y100,148427014
345318014,Drug-induced epilepsy,100,230441003,F25C.00,345318014
450602015,Motor epilepsy,100,307356008,F255012,450602015
4052921000006118,Photogenic epilepsy,100,95208000,,157722012
4411891000006117,Seizure disorder,100,128613002,,206998011
2474650018,Stress-induced epilepsy,100,413101007,F25E.00,2474650018
3093151000006111,Idiopathic generalised epilepsy,100,36803009,,486556017
154851000000115,Epilepsy impairs education,90,108211000000104,667J.00,154851000000115
905881000006111,[RFC] Epilepsy/convulsion,80,905881000006107,,905881000006111
297311019,Somatosensory epilepsy,80,193008009,F255200,297311019
743461000006119,Limbic system epilepsy,80,193003000,F254300,297301014
297312014,Partial epilepsy with autonomic symptoms,70,193009001,F255311,297312014
345321011,Menstrual epilepsy,60,230444006,F25D.00,345321011
297314010,Visual reflex epilepsy,50,193010006,F255400,297314010
2612121000006112,Non-convulsive status epilepticus with impaired consciousness,40,7033004,,501552010
297300010,Psychosensory epilepsy,40,193002005,F254200,297300010
297313016,Visceral reflex epilepsy,40,193009001,F255300,297313016
4769541000006119,Benign myoclonic epilepsy in infancy,40,192990004,,297280011
297315011,Unilateral epilepsy,30,193011005,F255500,297315011
5007841000006117,Isolated seizures,30,230433003,,345306017
3379251000006112,Tonic-clonic seizures,30,54200006,,90093013
297321010,Kojevnikov's epilepsy,30,241006,F257.00,1498010
395221000006119,[X]Limbic epilepsy personality,20,36217008,Eu06013,60439011
5007781000006118,Idiopathic myoclonic epilepsy,20,230428002,,345300011
495804010,Pykno-epilepsy,20,50866000,F250100,495804010
918561000006111,Epilepsy associated problems,20,918561000006107,,918561000006111
3878491000006111,Epileptic,20,84757009,,506215013
5007261000006117,Frontal lobe epilepsy,20,230394006,,345244012
5007361000006110,Occipital lobe epilepsy,10,230404004,,345255012
2589101000000111,SUDEP - sudden unexpected death in epilepsy,10,719425009,,3316304010
2466801000000118,At risk of sudden unexpected death in epilepsy,10,968661000000102,14On.00,2466801000000118
5007821000006112,Situation-related seizures,10,230431001,,345304019
3796891000006117,Reflex epilepsy,10,79745005,,132316019
5007811000006116,Symptomatic myoclonic epilepsy,10,230430000,,345303013
2502351000006114,Epilepsia partialis continua,10,241006,,1497017
5023531000006114,Epileptic psychosis,10,231449007,,346912014
3210941000006113,Temporal-central focal epilepsy,9,44145005,,1230052012
5007551000006117,Cryptogenic generalised epilepsy,9,230415009,,345277011
5007871000006113,Epilepsy undetermined whether focal or generalised,8,230435005,,345308016
3210951000006110,Centrotemporal epilepsy,7,44145005,,1230053019
5007661000006119,Myoclonic absence epilepsy,6,230422001,,345288017
3796901000006118,Sensory-induced epilepsy,6,79745005,,1234392012
7861341000006115,Epilepsy due to stroke,5,724787004,,3481697010
7306821000006113,Refractory epilepsy,5,445355009,,2871998017
8021441000006111,Intractable absence seizures,5,68091000119102,,2967591014
2572621000006118,Generalized-onset seizures,4,4619009,,7950016
3668321000006119,Symptomatic generalised epilepsy,4,71831005,,501972012
4769641000006118,Mesiobasal limbic epilepsy,3,193003000,,297301014
8024691000006119,Epileptic dementia with behavioural disturbance,3,82381000119103,,3290087011
5007121000006118,Benign atypical partial epilepsy in childhood,3,230384001,,345231019
5008231000006113,Non-convulsive simple partial status epilepticus,3,230459000,,345344014
5008031000006115,Sleep-related epilepsy,3,230445007,,345324015
7306831000006111,Intractable epilepsy,3,445355009,,2871997010
5007971000006119,Secondary reading epilepsy,3,230440002,,345317016
7840671000006115,Epileptic encephalopathy,3,723125008,,3334667018
3506708010,Pyridoxine-dependent epilepsy,3,734434007,,3506708010
2811081000006110,Generalized epilepsy,3,19598007,,32997016
3101911000006116,Myoclonic seizures,2,37356005,,62320012
3878501000006115,EP - Epilepsy,2,84757009,,506216014
2721471000006114,Convulsive status epilepticus,2,13973009,,475622017
7863681000006115,Epilepsy co-occurrent and due to dementia,2,724992007,,3498220017
7265381000006118,Nonconvulsive status epilepticus,2,442512002,,2819902010
5007541000006119,Epilepsy with grand mal seizures on awakening,2,230414008,,345276019
5007621000006113,Myoclonic astatic epilepsy,2,230421008,,345284015
3093171000006118,Primary generalised epilepsy,2,36803009,,1216513011
2572611000006114,Generalised-onset seizures,2,4619009,,494458015
5007171000006117,Benign occipital epilepsy of childhood - early onset variant,2,230387008,,345236012
5614161000006114,Localisation-related idiopathic epilepsy,2,278510009,,415441013
8053261000006111,Atypical absence epilepsy,2,187931000119106,,2967377019
3759931000006112,Unclassified epileptic seizures,2,77450009,,128564010
5007771000006116,Cryptogenic myoclonic epilepsy,2,230427007,,345299015
2502391000006115,Focal status epilepticus,2,241006,,3011480015
5007321000006116,Opercular epilepsy,1,230400008,,345251015
297325018,Cursive (running) epilepsy,1,193021002,F25y000,297325018
5007131000006115,Epilepsy with recurrent unilateral seizures in children,1,230385000,,345232014
3511291019,Recurrent complex partial epilepsy,1,116401000119105,,3511291019
3840431000006113,Simple partial seizures with motor signs,1,82401000,,136677014
7955181000006111,Epilepsy of infancy with migrating focal seizures,1,733195008,,3498965015
3668341000006114,Secondary generalized epilepsy,1,71831005,,501973019
3668331000006116,Symptomatic generalized epilepsy,1,71831005,,119333016
3878481000006113,Epileptic disorder,1,84757009,,189601011
3093161000006113,Idiopathic generalized epilepsy,1,36803009,,61389013
5007101000006111,Benign frontal epilepsy of childhood,1,230382002,,345229011
11831381000006119,Infantile-onset symptomatic epilepsy syndrome,1,722762005,,3526106013
7952761000006111,Epilepsy telangiectasia syndrome,1,733032006,,3498611018
